mun_upp,CNPJ,TELEFONE,CIDADE,ESTADO,ENDERECO,PRODUTO,CREDENCIADO,BAIRRO,RAMO_ATIVIDADE,bairro_upp
PALMÁCIA,42093574000100,,Palmácia,CE,R JOSE MOISES 380,CARTAO CEARA SEM FOME,RV ATACAREJO,Centro,Supermercado,CENTRO
PALMÁCIA,54305592000189,(85) 9913-69726,Palmácia,CE,R JOSE POLICARPO BARBOSA 435,CARTAO CEARA SEM FOME,TCHOKAO MERCANTIL,Centro,Mercado / Mini Mercado,CENTRO
PALMÁCIA,72395528000118,,Palmácia,CE,R ILDEFONSO CAMPOS 607,CARTAO CEARA SEM FOME,MERCADINHO DEUS FORTE,Centro,Mercado / Mini Mercado,CENTRO
PARACURU,1150708000191,,Paracuru,CE,DOMINGOS PAULINO 710,CARTAO CEARA SEM FOME,PANIFICADORA LAGOA,Centro,Padaria,CENTRO
PARACURU,5377917000557,(85) 9977-58721,Paracuru,CE,Antônio Sales 1664,CARTAO CEARA SEM FOME,SUPERMERCADO MAE RAINHA,Centro,Supermercado,CENTRO
PARACURU,5853586000150,(85) 3344-2217,Paracuru,CE,R CAPITAO JOSE TELES 700,CARTAO CEARA SEM FOME,SUPERMERCADOS J&L,Centro,Supermercado,CENTRO
PARACURU,5853586000312,(88) 3344-2217,Paracuru,CE,R SAO JOAO EVANGELISTA 796,CARTAO CEARA SEM FOME,SUPERMERCADO J&L,Centro,Supermercado,CENTRO
PARACURU,8610217000206,,Paracuru,CE,ANTONIO SALES 840,CARTAO CEARA SEM FOME,A&A COMERCIAL,Centro,Mercado / Mini Mercado,CENTRO
PARACURU,28233155000197,,Paracuru,CE,Maria Ferreira Neri 850,CARTAO CEARA SEM FOME,TEMPERO DA LAGOA,Centro,Restaurante,CENTRO
PARACURU,31102656000149,,Paracuru,CE,AV ANTONIO SALES 658,CARTAO CEARA SEM FOME,MARFRIOS DISTRIBUIDORA DE FRIOS E ALIMENTOS,Centro,Mercado / Mini Mercado,CENTRO
PARACURU,32484233000101,,Paracuru,CE,AV JOAO LOPES MEIRELES 2534,CARTAO CEARA SEM FOME,SUPERMERCADO JR,Centro,Mercado / Mini Mercado,CENTRO
PARACURU,35017060000100,,Paracuru,CE,AV PERILO TEIXEIRA SN,CARTAO CEARA SEM FOME,MERCANTIL PEREIRA,Centro,Mercado / Mini Mercado,CENTRO
PARACURU,41412156000167,,Paracuru,CE,R LUIZA CIPRIANO DE SOUSA 665,CARTAO CEARA SEM FOME,MERCADINHO ANUNCIACAO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,407028000148,,Paraipaba,CE,R MARIA MOREIRA 87,CARTAO CEARA SEM FOME,MERCEARIA SANTA RITA - O ADEMAR,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,783323000107,(88) 3863-1318,Paraipaba,CE,ANTONIO TABOSA 162,CARTAO CEARA SEM FOME,MERCADINHO MAGALHÃES,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,3224166000180,(85) 9913-27212,Paraipaba,CE,AV LUIZ BRAGA 77,CARTAO CEARA SEM FOME,MERCANTIL FACILYTA,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,3284758000197,,Paraipaba,CE,ANTONIO EUZEBIO 195,CARTAO CEARA SEM FOME,PADARIA & CONFEITARIA CAVALCANTE,Centro,Padaria,CENTRO
PARAIPABA,5364370000121,(85) 9976-75722,Paraipaba,CE,R MARIA MOREIRA 138,CARTAO CEARA SEM FOME,MERCADINHO NOSSA SENHORA APERECIDA,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,5377917000719,,Paraipaba,CE,R DOMINGOS RODRIGUES VIANA SN,CARTAO CEARA SEM FOME,SUPERMERCADO MAE RAINHA,Centro,Supermercado,CENTRO
PARAIPABA,5853586000401,,Paraipaba,CE,AV DOMINGOS BARROSO 207,CARTAO CEARA SEM FOME,SUPERMERCADO J&L,Centro,Supermercado,CENTRO
PARAIPABA,8057330000125,(85) 3352-1266,Paraipaba,CE,MARIA MOREIRA 107,CARTAO CEARA SEM FOME,PANIFICADORA M & M,Centro,Padaria,CENTRO
PARAIPABA,8868216000185,,Paraipaba,CE,R PRESIDENTE GETULIO VARGAS SN,CARTAO CEARA SEM FOME,MERCADINHO ECONOMICO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,8896429000110,(85) 9640-7351,Paraipaba,CE,AV ANTONIO HENRIQUE DE AZEVEDO 687,CARTAO CEARA SEM FOME,FRIOS CARVALHO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,10376512000100,(85) 3315-4078,Paraipaba,CE,ROD SOL POENTE SN,CARTAO CEARA SEM FOME,RESTAURANTE SAO PAULO,Centro,Restaurante,CENTRO
PARAIPABA,10407463000126,(85) 3363-1411,Paraipaba,CE,R ALMIRANTE BEIRA MAR S N,CARTAO CEARA SEM FOME,RESTAURANTE O DUDE,Centro,Restaurante,CENTRO
PARAIPABA,13595547000129,(85) 9921-63210,PARAIPABA,CE,"RUA MARIA MOREIRA, 111 ",CARTAO CEARA SEM FOME,CENTRAL CARNES,CENTRO,Açougue,CENTRO
PARAIPABA,32627386000152,,Paraipaba,CE,R ANTONIO TABOSA 166,CARTAO CEARA SEM FOME,MERCADINHO PONTES,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,36398362000120,(85) 9821-5887,Paraipaba,CE,R JOSE DE SOUSA PINTO 424,CARTAO CEARA SEM FOME,VANDCOCO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,36853217000191,,Paraipaba,CE,AV ANTONIO HENRIQUE DE AZEVEDO 540,CARTAO CEARA SEM FOME,SUPERMERCADINHO TIAO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,36954374000193,,Paraipaba,CE,AV MARIA MOREIRA 66,CARTAO CEARA SEM FOME,SUPERMERCADOS CLODOALDO,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,39367707000176,,Paraipaba,CE,PETRONILIA BARROSO 51,CARTAO CEARA SEM FOME,SERVE BEM VOCE,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,41594086000105,,Paraipaba,CE,AV MARIA MOREIRA SN,CARTAO CEARA SEM FOME,MERCADINHO O MOZAR,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,48667481000110,,Paraipaba,CE,AV MARIA MOREIRA 126,CARTAO CEARA SEM FOME,PARAIPABA FRIOS,Centro,Mercado / Mini Mercado,CENTRO
PARAIPABA,48839321000100,(85) 9816-3949,Paraipaba,CE,R JOAQUIM PEREIRA DE AZEVEDO 99,CARTAO CEARA SEM FOME,NICOLLE CRISTHINA CORREIA DIAS,Centro,Restaurante,CENTRO
PARAMBU,4829934000191,(88) 9922-61258,Parambu,CE,ENEAS DE CASTRO 48,CARTAO CEARA SEM FOME,MERCANTIL SOARES,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,5467857000130,(88) 9972-16667,Parambu,CE,R MANOEL ALEXANDRE 10,CARTAO CEARA SEM FOME,COMERCIAL O JEOVA,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,18840788000100,(88) 9652-7939,Parambu,CE,R MANOEL ALVES TEIXEIRA 147,CARTAO CEARA SEM FOME,SUPER PARAIBA,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,22264051000163,,Parambu,CE,AV SALUSTRINA HENRIQUE DA SILVA 17,CARTAO CEARA SEM FOME,MERCANTIL BATISTA,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,29645014000144,,Parambu,CE,R DA MATRIZ 18,CARTAO CEARA SEM FOME,SUPERBARATAO,Centro,Supermercado,CENTRO
PARAMBU,30551484000128,,Parambu,CE,francisco cota 77,CARTAO CEARA SEM FOME,M. V. MOTA ALIMENTOS LTDA,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,31816899000149,(88) 9966-48825,Parambu,CE,AV SALUSTRINA HENRIQUE DA SILVA 11,CARTAO CEARA SEM FOME,MARCELO MERCANTIL,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,32712368000179,,Parambu,CE,R SANTA ROSA 5,CARTAO CEARA SEM FOME,SUPER MERCANTIL POPULAR,Centro,Mercado / Mini Mercado,CENTRO
PARAMBU,36936719000186,(88) 9961-13360,Parambu,CE,R MANOEL ALEXANDRE 79,CARTAO CEARA SEM FOME,MERCANTIL CENTRAL,Centro,Mercado / Mini Mercado,CENTRO
PARAMOTI,640035000195,,Paramoti,CE,R GONCALO SOARES 128,CARTAO CEARA SEM FOME,MERCANTIL CANTINHO DAS FRUTAS,Centro,Mercado / Mini Mercado,CENTRO
PARAMOTI,944654000173,(85) 9919-77827,Paramoti,CE,R ALEXANDRE TEIXEIRA 99,CARTAO CEARA SEM FOME,MERCADINHO BOM PRECO,Centro,Supermercado,CENTRO
PARAMOTI,1539895000108,(85) 3320-1259,PARAMOTI,CE,"AVENIDA HONORATO FEIJÓ, 138 ",CARTAO CEARA SEM FOME,MERCADINHO BELA VISTA,CENTRO,Mercado / Mini Mercado,CENTRO
PARAMOTI,12979174000127,(85) 9918-53624,Paramoti,CE,AV HONORATO FEIJO SN,CARTAO CEARA SEM FOME,DORO SUPER,Centro,Mercado / Mini Mercado,CENTRO
PARAMOTI,13099012000167,(85) 3343-0196,Paramoti,CE,R ITAECIO FEIJO 91,CARTAO CEARA SEM FOME,MERCADINHO AEV VARIEDADES,Centro,Supermercado,CENTRO
PARAMOTI,28006514000173,(85) 9992-68544,Paramoti,CE,R PEDRO EUGENIO DE SOUSA 0,CARTAO CEARA SEM FOME,MERCADINHO SANTA CLARA,Centro,Supermercado,CENTRO
PARAMOTI,44740437000137,,Paramoti,CE,EST ZONA RURAL 51,CARTAO CEARA SEM FOME,MERCADINHO SAO FRANCISCO,Centro,Mercado / Mini Mercado,CENTRO
PARAMOTI,47808533000168,,Paramoti,CE,HONORATO FEIJO 56,CARTAO CEARA SEM FOME,DEPOSITO JARBAS,Centro,Mercado / Mini Mercado,CENTRO
PARAMOTI,50103328000101,,Paramoti,CE,AV TOME GOMES 649,CARTAO CEARA SEM FOME,SUPER MARINHEIRO,Centro,Supermercado,CENTRO
PEDRA BRANCA,1486156000197,,Pedra Branca,CE,ERNESTO VIEIRA 43,CARTAO CEARA SEM FOME,SUPERMERCADO DA PRACA LTDA,Centro,Supermercado,CENTRO
PEDRA BRANCA,2077570000105,,Pedra Branca,CE,R MARIA ALVES DE MESQUITA 246,CARTAO CEARA SEM FOME,MERCEARIA PEDROSA,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,2847862000180,,Pedra Branca,CE,R JOAQUIM CAVALCANTE 134,CARTAO CEARA SEM FOME,MERCEARIA MOREIRA,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,4830863000147,,Pedra Branca,CE,AV RAIMUNDO BEZERRA DE CARVALHO 090,CARTAO CEARA SEM FOME,BRAZ CONSTRUCOES,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,7146942000121,(88) 9969-30003,Pedra Branca,CE,R JOAQUIM ALVES TEIXEIRA 220,CARTAO CEARA SEM FOME,MERCADINHO LUCIANO,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,11753993000199,,Pedra Branca,CE,AV RAIMUNDO BEZERRA DE CARVALHO 70,CARTAO CEARA SEM FOME,SUPERMERCADO BRAS,Centro,Supermercado,CENTRO
PEDRA BRANCA,17425154000128,,Pedra Branca,CE,R ANTONIO CONRADO 02,CARTAO CEARA SEM FOME,MERCADINHO LULIANU,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,32715082000147,,Pedra Branca,CE,ALVARO LINS CAVALCANTE 166,CARTAO CEARA SEM FOME,MERCADINHO JUJU,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,38195358000190,(88) 3515-4030,Pedra Branca,CE,R CECILIA VIANA 350,CARTAO CEARA SEM FOME,SUPER PAGUE MENOS,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,49358397000187,,Pedra Branca,CE,CJ JOSE MINEIRO QUADRA G 03,CARTAO CEARA SEM FOME,MERCANTIL NOBRE,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,57732320000153,,Pedra Branca,CE,SIT SITIO NOVO 87,CARTAO CEARA SEM FOME,MERCADINHO DA SERRA,Centro,Mercado / Mini Mercado,CENTRO
PEDRA BRANCA,74081712000119,(88) 9978-93583,Pedra Branca,CE,R MARIA ALVES DE MESQUITA 0,CARTAO CEARA SEM FOME,SUPER SANTO ANTONIO,Centro,Supermercado,CENTRO
PENAFORTE,1123396000127,,Penaforte,CE,R MANOEL ANGELO 1245,CARTAO CEARA SEM FOME,MERCANTIL MINI TUDO,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,4277517000183,(88) 9884-51362,Penaforte,CE,R MILITAO CARVALHO 57,CARTAO CEARA SEM FOME,MERCFRUTAS VARIEDADES,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,6920599000168,(88) 3559-1141,Penaforte,CE,PADRE CICERO 83,CARTAO CEARA SEM FOME,SUPERMERCADO LUCENA,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,9597130000128,,Penaforte,CE,R PADRE CICERO 126,CARTAO CEARA SEM FOME,MERCANTIL MATIAS,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,11686136000113,,Penaforte,CE,padre cicero 71,CARTAO CEARA SEM FOME,SEBASTIAO ANGELO VIDAL,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,31945865000154,,Penaforte,CE,ANA TEREZA DE JESUS 240,CARTAO CEARA SEM FOME,MERCANTIL E VERDURAO NOVA ESPERANCA,Centro,Mercado / Mini Mercado,CENTRO
PENAFORTE,54845643000165,,Penaforte,CE,R AGAILDES SAMPAIO GONDIM 113,CARTAO CEARA SEM FOME,MERCADINHO FAMÍLIA,Centro,Mercado / Mini Mercado,CENTRO
PENTECOSTE,7563039000166,(85) 3021-4179,PENTECOSTE,CE,R TETE BEZERRA ,CARTAO CEARA SEM FOME,SUPERMERCADO ECONOMICO,Centro,Supermercado,CENTRO
PENTECOSTE,17257815000153,,Pentecoste,CE,AV JOSE BORBA DE VASCONCELOS 97,CARTAO CEARA SEM FOME,PARA TY SUPERMERCADO,Centro,Supermercado,CENTRO
PENTECOSTE,34157794000113,,Pentecoste,CE,AGAPITO CORDEIRO 146,CARTAO CEARA SEM FOME,SUPERMERCADO PRECO BOM,Centro,Mercado / Mini Mercado,CENTRO
PENTECOSTE,40075578000121,,Pentecoste,CE,R PADRE SINVAL FACUNDO SN,CARTAO CEARA SEM FOME,MERCADINHO ACESSIVEL,Centro,Mercado / Mini Mercado,CENTRO
PENTECOSTE,49674553000119,(85) 3251-1698,Pentecoste,CE,R LUIS SOARES DO CARMO 267,CARTAO CEARA SEM FOME,MOTA FRANGO PREMIUM,Centro,Açougue,CENTRO
PEREIRO,557122000183,,Pereiro,CE,AV CAPITAO JOSE BENTO DE MORAIS 495,CARTAO CEARA SEM FOME,MERCADINHO SS,Centro,Mercado / Mini Mercado,CENTRO
PEREIRO,5113712000130,(88) 9822-65571,Pereiro,CE,R CAPITAO BANDEIRA 115,CARTAO CEARA SEM FOME,MERCANTIL MUNDINHO,Centro,Mercado / Mini Mercado,CENTRO
PEREIRO,5418614000101,,Pereiro,CE,R RAIMUNDO PINHEIRO 40,CARTAO CEARA SEM FOME,MERCANTIL PAIS E FILHOS,Centro,Mercado / Mini Mercado,CENTRO
PEREIRO,7821804000109,(88) 9981-1574,Pereiro,CE,R CORONEL JOSE FREIRE 31,CARTAO CEARA SEM FOME,CARLITO ATACAREJO,Centro,Mercado / Mini Mercado,CENTRO
PEREIRO,11990584000106,(88) 9961-50222,Pereiro,CE,R MANOEL MOURAO 698,CARTAO CEARA SEM FOME,FE SUPERMERCADO,Centro,Mercado / Mini Mercado,CENTRO
PEREIRO,20033664000164,(88) 9982-83628,Pereiro,CE,R DR ANTONIO AUGUSTO DE VASCONCELOS 162,CARTAO CEARA SEM FOME,MERCANTIL GENIVAL,Centro,Supermercado,CENTRO
PEREIRO,26322473000107,(88) 9814-82986,Pereiro,CE,Tranqueiras 258,CARTAO CEARA SEM FOME,MERCADINHO VITORIA,Centro,Mercado / Mini Mercado,CENTRO
PINDORETAMA,6248245000208,(85) 3361-1158,Pindoretama,CE,AV FIRMINO CRISOSTOMO 1239,CARTAO CEARA SEM FOME,ATACAREJO SUPER RAIMUNDINHO,Centro,Mercado / Mini Mercado,CENTRO
PINDORETAMA,6248245000542,,Pindoretama,CE,AV CAPITAO NOGUEIRA 947,CARTAO CEARA SEM FOME,SUPER RAIMUNDINHO,Centro,Supermercado,CENTRO
PINDORETAMA,6339545000707,(85) 9895-65440,Pindoretama,CE,AV FIRMINO CRISOSTOMO 1959,CARTAO CEARA SEM FOME,COMERCIAL DE ALIMENTOS SAN GERARDO,Centro,Supermercado,CENTRO
PINDORETAMA,11659770001643,,Pindoretama,CE,marechal castelo branco 1075,CARTAO CEARA SEM FOME,SUPERMERCADO MORANGUINHO LTDA,Centro,Supermercado,CENTRO
PINDORETAMA,15511477000109,(85) 3375-1056,Pindoretama,CE,R MARECHAL CASTELO BRANCO 1075,CARTAO CEARA SEM FOME,MERCADINHO FAMILIA,Centro,Mercado / Mini Mercado,CENTRO
PINDORETAMA,26022473000183,(85) 3484-7250,Pindoretama,CE,AV FIRMINO CRISOSTOMO 1959,CARTAO CEARA SEM FOME,SUPERMERCADO FAMILIA,Centro,Supermercado,CENTRO
PINDORETAMA,26288181000197,,Pindoretama,CE,AV CAPITAO NOGUEIRA 1009,CARTAO CEARA SEM FOME,MERCADINHO CHICO PEREIRA,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,8107174000240,,Piquet Carneiro,CE,R DEP. GENIVAL NUNES DA COSTA 110,CARTAO CEARA SEM FOME,SUPERMERCADO CENTRAL,Centro,Supermercado,CENTRO
PIQUET CARNEIRO,12426361000183,,Piquet Carneiro,CE,ALFREDO FERNANDES FRANCO 179,CARTAO CEARA SEM FOME,SUPERMERCADO JF,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,13385751000115,,Piquet Carneiro,CE,ALFREDO FERNANDES FRANCO 113,CARTAO CEARA SEM FOME,MERCANTIL JOÃOZINHO,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,14636222000100,,Piquet Carneiro,CE,R JOSE TEOTONIO 1,CARTAO CEARA SEM FOME,MERCADINHO BOA VISTA,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,14986856000192,,Piquet Carneiro,CE,JOSE CHAGAS FILHO 142,CARTAO CEARA SEM FOME,GILBERTO LEITE,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,25198192000113,,Piquet Carneiro,CE,ALFREDO FERNANDES FRANCO 37,CARTAO CEARA SEM FOME,MERCANTIL POPULAR,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,31288805000106,,Piquet Carneiro,CE,R ANTONIO ADONES COELHO 102,CARTAO CEARA SEM FOME,MERCANTIL JS,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,32463787000114,,Piquet Carneiro,CE,ZACARIAS PINHEIRO DA SILVA 10,CARTAO CEARA SEM FOME,MERCADINHO AZARIAS FERNANDES,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,38291905000130,,Piquet Carneiro,CE,AV JOSE CHAGAS FILHO 570,CARTAO CEARA SEM FOME,MERCADINHO SAMYRA,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,42742540000190,,Piquet Carneiro,CE,R JOSE BEZERRA LIMA 142,CARTAO CEARA SEM FOME,MERCADINHO LOPES,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,52072289000158,,Piquet Carneiro,CE,1A R CASA 12,CARTAO CEARA SEM FOME,MERCEARIA ROLIM,Centro,Mercado / Mini Mercado,CENTRO
PIQUET CARNEIRO,72379662000125,,Piquet Carneiro,CE,ALFREDO FERNANDES FRANCO 55,CARTAO CEARA SEM FOME,MERCANTIL SAO LUIZ,Centro,Mercado / Mini Mercado,CENTRO
PIRES FERREIRA,361605000108,,Pires Ferreira,CE,R SEBASTIAO OTAVIANO 165,CARTAO CEARA SEM FOME,MERCADINHO SÃO JOSÉ,Centro,Mercado / Mini Mercado,CENTRO
PIRES FERREIRA,4036302000170,,Pires Ferreira,CE,PEDRO RAIMUNDO DE OLIVEIRA 04,CARTAO CEARA SEM FOME,MERCANTIL VITORIA,Centro,Mercado / Mini Mercado,CENTRO
PIRES FERREIRA,7162523000183,,Pires Ferreira,CE,DOMINGOS DE MATOS 11,CARTAO CEARA SEM FOME,MERCANTIL SÃO CRISTOVÃO,Centro,Mercado / Mini Mercado,CENTRO
PIRES FERREIRA,7418107000101,,Pires Ferreira,CE,MARIA JURANY FARIAS DIAS SIMPLICIO 199,CARTAO CEARA SEM FOME,MERCANTIL NOVA OPÇÃO,Centro,Mercado / Mini Mercado,CENTRO
PIRES FERREIRA,30847692000179,,Pires Ferreira,CE,SIT PEDRA REDONDA 38,CARTAO CEARA SEM FOME,MERCADINHO BELEZA,Centro,Mercado / Mini Mercado,CENTRO
PLANALTO,37974548000142,(88) 9931-67237,Planalto,CE,AV IRMA MARIA DA GRACA 1038,CARTAO CEARA SEM FOME,VALBER CARNES,Centro,Mercado / Mini Mercado,CENTRO
PORANGA,806552000191,(88) 9997-78022,Poranga,CE,R MANOEL PEREIRA MOURAO 222,CARTAO CEARA SEM FOME,MERCANTIL E FRIGORIFICO PAGUE MENOS,Centro,Mercado / Mini Mercado,CENTRO
PORANGA,7634107000130,(88) 3658-1378,Poranga,CE,PC DA MATRZ 13,CARTAO CEARA SEM FOME,CASA FILHO,Centro,Loja de Armarinho,CENTRO
PORANGA,9296241000102,,Poranga,CE,ANTONIO ALMEIDA ALVES 90,CARTAO CEARA SEM FOME,COMERCIAL UCHOA,Centro,Mercado / Mini Mercado,CENTRO
PORANGA,26831730000128,(88) 9972-48008,Poranga,CE,AV DR EPITACIO DE PINHO 278,CARTAO CEARA SEM FOME,SUPERMERCADO COPAS,Centro,Supermercado,CENTRO
PORANGA,29840178000122,,Poranga,CE,AV DR. EPITACIO DE PINHO 162,CARTAO CEARA SEM FOME,MERCADINHO BOM JESUS,Centro,Mercado / Mini Mercado,CENTRO
PORANGA,29933518000160,,Poranga,CE,AV DOUTOR EPITACIO DE PINHO 210,CARTAO CEARA SEM FOME,PANIFICADORA FLÔR SERRA,Centro,Padaria,CENTRO
PORTEIRAS,7422016000131,(88) 9814-80838,Porteiras,CE,FRANCISCO XAVIER DE SOUZA 14,CARTAO CEARA SEM FOME,CESTAO DO POVO,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,7422016000212,,Porteiras,CE,R JERONIMA TAVARES NEVES 111,CARTAO CEARA SEM FOME,CESTAO DO POVO,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,7658198000144,,Porteiras,CE,JOAQUIM TAVORA 36,CARTAO CEARA SEM FOME,MERCADINHO GOMES,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,21966275000154,,Porteiras,CE,luiz grangeiro 7,CARTAO CEARA SEM FOME,JOAO GOMES DOS SANTOS & CIA LTDA,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,35010180000177,,Porteiras,CE,joaquim tavora 58,CARTAO CEARA SEM FOME,FRANCISCO JOSE LEAL,Centro,Alimentação,CENTRO
PORTEIRAS,40017951000198,,Porteiras,CE,R JOAO PIRES DOS SANTOS 142,CARTAO CEARA SEM FOME,SUPERMERCADO NOSSA SENHORA DA CONCEIÇÃO,Centro,Supermercado,CENTRO
PORTEIRAS,41340423000138,(88) 3557-1324,Porteiras,CE,R LUIZ GRANGEIRO 55,CARTAO CEARA SEM FOME,MERCADINHO VIDAL,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,72092562000113,,Porteiras,CE,R JOSE SOARES 7,CARTAO CEARA SEM FOME,M SAO FRANCISCO,Centro,Mercado / Mini Mercado,CENTRO
PORTEIRAS,97419824000132,,Porteiras,CE,R PRINCESA IZABEL 87,CARTAO CEARA SEM FOME,SAMERSON SUPERMERCADO,Centro,Mercado / Mini Mercado,CENTRO
POTENGI,7325046000120,(88) 3546-1252,Potengi,CE,R MANOEL MONTEIRO 194,CARTAO CEARA SEM FOME,MERCEARIA CRUZ,Centro,Mercado / Mini Mercado,CENTRO
POTENGI,26561612000147,(88) 3546-1165,Potengi,CE,R MANOEL MONTEIRO 106,CARTAO CEARA SEM FOME,HORTIFRUTI BOM PRECO,Centro,Mercado / Mini Mercado,CENTRO
POTENGI,35093830000195,(88) 9929-87010,Potengi,CE,JOSE EDMILSON ROCHA 172,CARTAO CEARA SEM FOME,MERCADINHO DO GIL,Centro,Mercado / Mini Mercado,CENTRO
POTENGI,45490073000147,(88) 9924-98351,Potengi,CE,TV ANDRADE 285,CARTAO CEARA SEM FOME,MERCADINHO E DEPOSITO DE BEBIDAS BRITO.,Centro,Supermercado,CENTRO
POTENGI,72645062000161,,Potengi,CE,R LEANDRA RODRIGUES 498-A,CARTAO CEARA SEM FOME,MERCADO DAMASCENO,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,5776761000153,(85) 9960-91929,Potiretama,CE,R SAO FRANCISCO 111,CARTAO CEARA SEM FOME,MERCANTIL RENASCER,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,5899439000111,(88) 9968-36512,Potiretama,CE,R PEDRO CORREIA DE SOUSA 932,CARTAO CEARA SEM FOME,MERCADINHO OLIVEIRA LIMA,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,7630106000118,(88) 9999-86789,Potiretama,CE,R PE NEGREIROS 461,CARTAO CEARA SEM FOME,MERCANTIL SERAFIM,Centro,Supermercado,CENTRO
POTIRETAMA,8754313000147,(88) 3428-1843,Potiretama,CE,R HONOR DIOGENES 509,CARTAO CEARA SEM FOME,KAMILA BARBOSA DIOGENES COSTA,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,11738473000107,,Potiretama,CE,IRMAOS PINHEIRO 544,CARTAO CEARA SEM FOME,MERCANTIL MENEZES,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,19160909000135,,Potiretama,CE,SITIO BAIXINHA s/n,CARTAO CEARA SEM FOME,MERCANTIL SAO JOSE,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,45586780000131,,Potiretama,CE,11° RUA PADRE NEGREIROS 865,CARTAO CEARA SEM FOME,JANIO RESTAURANTE,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,48545202000145,,Potiretama,CE,R ANTONIO FRACISCO DE MOURA 681,CARTAO CEARA SEM FOME,MERCADINHO O DIDI,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,48700184000129,,Potiretama,CE,PADRE NEGREIROS 1046,CARTAO CEARA SEM FOME,HORTIFRUTI CONFIANCA,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,49711921000151,(88) 9670-1554,Potiretama,CE,R PADRE NEGREIROS 861,CARTAO CEARA SEM FOME,MERCADINHO FEITOSA,Centro,Mercado / Mini Mercado,CENTRO
POTIRETAMA,49939082000123,,Potiretama,CE,10 R SITIO BAIXA DA UMBURANA 18,CARTAO CEARA SEM FOME,MERCADINHO MINI PRECO,Centro,Mercado / Mini Mercado,CENTRO
QUITERIANÓPOLIS,1816167000198,(88) 9968-24331,Quiterianópolis,CE,R QUITERIA DE LIMA 13,CARTAO CEARA SEM FOME,MERCEARIA CHICO JOANITO,Centro,Mercado / Mini Mercado,CENTRO
