;Instrumento;Convenente;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Descrição do Item;Data Pagamento;Situação OBT;CPF/CNPJ STR;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAÍS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;municipio;Código do município (IBGE);Nome do município;Região de Planejamento;Municipio_upp;Nº LOTE;Município
1191;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;73614.0;45515,50675;49179057000199;AVANTI COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca) 
";45516;Efetivada;49179057000199;49179057;0001;99;1;AVANTI COMERCIAL E SERVICOS;02;20230113;00;;105;20230113;4761003;1813001,1822901,1822999,3319800,3600602,4311802,4321500,4322301,4330404,4399103,4520008,4530705,4623109,4623199,4631100,4633801,4634601,4634603,4635401,4637107,4641901,4641902,4641903,4642702,4643501,4645101,4646001,4646002,4647801,4647802,4649402,4649409,4649499,4651601,4651602,4673700,4679699,4686902,4693100,4729699,4742300,4744002,4744003,4744099,4751201,4753900,4754701,4757100,4763601,4763602,4772500,4773300,4781400,4782201,4789005,4789007,4923002,4924800,5229002,5510801,5620101,5620102,7420004,7420005,7711000,7732201,7733100,7739003,7739099,8011101,8020001,8129000,8230001,8550302,8599604,9700500;AVENIDA;H (CONJ. CEARA II);1240;;CONJUNTO CEARA II;60533662;CE;1389;85;94134418;0000;00000000;;;AVANTECOMERCIAL07@GMAIL.COM;;;49179057000199;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1192;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;9660.0;45523,79563;13880144000121;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ  - INDACE;Folha de Pagamento;"Encargos Patronais  (despesas com INSS, FGTS, PIS, Rescisões)
";45524;Efetivada;13880144000121;13880144;0001;21;1;INSTITUTO INDACE;02;20110620;00;;;20110620;9493600;9430800,9001999,9001904,9001902,9002701,9001901;RUA;IPU;S/N;LOTE  08                  QUADRA57;TABAPUA BRASILIA;61634210;CE;1373;85;41010516;;;;;INSTITUTOINDACE@GMAIL.COM;;;13880144000121;1373;CAUCAIA;2303709;Caucaia;Grande Fortaleza;CAUCAIA;LOTE 12;Caucaia
1193;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;55232.8;45524,82521;46316986000104;IDEAÇÃO SERVICE LTDA;Nota Fiscal;"Deslocamento e Logística (combustíveis, locação de veículos)
";45525;Efetivada;46316986000104;46316986;0001;04;1;IDEACAO SERVICE;02;20220509;00;;105;20220509;8599604;5620104,5911199,7711000,8211300,8599699;AVENIDA;SARGENTO HERMINIO SAMPAIO;3100;      SALA 1220;PRESIDENTE KENNEDY;60355512;CE;1389;85;92815191;;;;;IDEACAOSERVICE@GMAIL.COM;;;46316986000104;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1194;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;54750.0;45524,82459;45014432000190;J W COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Consumo (gás, luz, água)
";45525;Efetivada;45014432000190;45014432;0001;90;1;JW COMERCIAL E SERVICOS;02;20220126;00;;;20220126;4712100;1353700,1813001,2539001,3101200,3314707,3314710,3319800,3329599,3600601,4120400,4311802,4321500,4322301,4322302,4330402,4330403,4330404,4330405,4399103,4399199,4530703,4530704,4541206,4642702,4669999,4682600,4723700,4729699,4742300,4744002,4744003,4744099,4751201,4752100,4753900,4755503,4756300,4761003,4763601,4772500,4773300,4781400,4782201,4789005,4789007,4789099,4929901,4929902,5229002,5620101,5620102,7420004,7739003,7739099,7911200,8020001,8129000,8230001,8599604,9001902,9001906,9329899,9529105,9601701;RUA;908;46;;CONJUNTO CEARA II;60532500;CE;1389;85;99546156;;;;;CONTEXP2010@HOTMAIL.COM;;;45014432000190;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1195;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;73614.0;45524,824;49179057000199;AVANTI COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca) 
";45525;Efetivada;49179057000199;49179057;0001;99;1;AVANTI COMERCIAL E SERVICOS;02;20230113;00;;105;20230113;4761003;1813001,1822901,1822999,3319800,3600602,4311802,4321500,4322301,4330404,4399103,4520008,4530705,4623109,4623199,4631100,4633801,4634601,4634603,4635401,4637107,4641901,4641902,4641903,4642702,4643501,4645101,4646001,4646002,4647801,4647802,4649402,4649409,4649499,4651601,4651602,4673700,4679699,4686902,4693100,4729699,4742300,4744002,4744003,4744099,4751201,4753900,4754701,4757100,4763601,4763602,4772500,4773300,4781400,4782201,4789005,4789007,4923002,4924800,5229002,5510801,5620101,5620102,7420004,7420005,7711000,7732201,7733100,7739003,7739099,8011101,8020001,8129000,8230001,8550302,8599604,9700500;AVENIDA;H (CONJ. CEARA II);1240;;CONJUNTO CEARA II;60533662;CE;1389;85;94134418;0000;00000000;;;AVANTECOMERCIAL07@GMAIL.COM;;;49179057000199;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1196;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;12613.44;45524,82294;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45525;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1197;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;78325.0;45524,83168;39847676000150;GL SERVICOS E LOCACAO DE MAO DE OBRA LTDA;Nota Fiscal;"Serviço de preparo de alimento
";45525;Efetivada;39847676000150;39847676;0001;50;1;GL SERVICOS;02;20201119;00;;;20201119;8211300;0162899,1412602,1412603,1629302,1811302,1813001,1813099,1821100,1822901,3250709,3314710,3811400,4321500,4330404,4923002,5211702,5212500,5320201,5590603,5620101,5620102,5620103,5620104,5819100,5911199,5912099,5913800,5920100,6201502,6319400,6391700,6821801,6920602,7020400,7119703,7312200,7319001,7319002,7319003,7319099,7320300,7410202,7410203,7410299,7420001,7420002,7490101,7490105,7490199,7711000,7721700,7729201,7733100,7739003,7739099,7810800,7990200,8011101,8230001,8511200,8541400,8591100,8592902,8592999,8599601,8599603,8599604,8599699,8800600,9001901,9001902,9001903,9001904,9001906,9001999,9511800,9529101;RUA;JOAO CORDEIRO;3069;;JOAQUIM TAVORA;60110535;CE;1389;85;96219676;;;;;GLSEGURANCAESERVICOS@GMAIL.COM;;;39847676000150;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1198;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02408E+16;12736.0;45526,7784;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45527;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1199;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;17869.04;45537,93922;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45539;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1200;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;12736.0;45543,88936;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45544;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1201;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;593626.6;45545,80031;51950703000111;S. H. CASTRO PAES LTDA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45546;Efetivada;51950703000111;51950703;0001;11;1;;02;20230825;00;;105;20230825;4711301;4530702,4639701,4641902,4642701,4643501,4645102,4647801,4647802,4649402,4649404,4649408,4649499,4651601,4652400,4673700,4679699,4686902;RUA;IPU;S/N;QUADRA56                  LOTE  017;TABAPUA BRASILIA;61634210;CE;1373;85;84323897;0000;00000000;;;PAESDISTRIBUIDORACE@GMAIL.COM;;;51950703000111;1373;CAUCAIA;2303709;Caucaia;Grande Fortaleza;CAUCAIA;LOTE 12;Caucaia
1202;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;15154.08;45547,73487;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45548;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1203;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;55232.8;45547,73755;46316986000104;IDEAÇÃO SERVICE LTDA;Nota Fiscal;"Deslocamento e Logística (combustíveis, locação de veículos)
";45548;Efetivada;46316986000104;46316986;0001;04;1;IDEACAO SERVICE;02;20220509;00;;105;20220509;8599604;5620104,5911199,7711000,8211300,8599699;AVENIDA;SARGENTO HERMINIO SAMPAIO;3100;      SALA 1220;PRESIDENTE KENNEDY;60355512;CE;1389;85;92815191;;;;;IDEACAOSERVICE@GMAIL.COM;;;46316986000104;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1204;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;78325.0;45553,86876;39847676000150;GL SERVICOS E LOCACAO DE MAO DE OBRA LTDA;Nota Fiscal;"Serviço de preparo de alimento
";45554;Efetivada;39847676000150;39847676;0001;50;1;GL SERVICOS;02;20201119;00;;;20201119;8211300;0162899,1412602,1412603,1629302,1811302,1813001,1813099,1821100,1822901,3250709,3314710,3811400,4321500,4330404,4923002,5211702,5212500,5320201,5590603,5620101,5620102,5620103,5620104,5819100,5911199,5912099,5913800,5920100,6201502,6319400,6391700,6821801,6920602,7020400,7119703,7312200,7319001,7319002,7319003,7319099,7320300,7410202,7410203,7410299,7420001,7420002,7490101,7490105,7490199,7711000,7721700,7729201,7733100,7739003,7739099,7810800,7990200,8011101,8230001,8511200,8541400,8591100,8592902,8592999,8599601,8599603,8599604,8599699,8800600,9001901,9001902,9001903,9001904,9001906,9001999,9511800,9529101;RUA;JOAO CORDEIRO;3069;;JOAQUIM TAVORA;60110535;CE;1389;85;96219676;;;;;GLSEGURANCAESERVICOS@GMAIL.COM;;;39847676000150;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1205;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;89750.0;45553,85229;45014432000190;J W COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Consumo (gás, luz, água)
";45554;Efetivada;45014432000190;45014432;0001;90;1;JW COMERCIAL E SERVICOS;02;20220126;00;;;20220126;4712100;1353700,1813001,2539001,3101200,3314707,3314710,3319800,3329599,3600601,4120400,4311802,4321500,4322301,4322302,4330402,4330403,4330404,4330405,4399103,4399199,4530703,4530704,4541206,4642702,4669999,4682600,4723700,4729699,4742300,4744002,4744003,4744099,4751201,4752100,4753900,4755503,4756300,4761003,4763601,4772500,4773300,4781400,4782201,4789005,4789007,4789099,4929901,4929902,5229002,5620101,5620102,7420004,7739003,7739099,7911200,8020001,8129000,8230001,8599604,9001902,9001906,9329899,9529105,9601701;RUA;908;46;;CONJUNTO CEARA II;60532500;CE;1389;85;99546156;;;;;CONTEXP2010@HOTMAIL.COM;;;45014432000190;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1206;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;84243.0;45553,85862;49179057000199;AVANTI COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca) 
";45554;Efetivada;49179057000199;49179057;0001;99;1;AVANTI COMERCIAL E SERVICOS;02;20230113;00;;105;20230113;4761003;1813001,1822901,1822999,3319800,3600602,4311802,4321500,4322301,4330404,4399103,4520008,4530705,4623109,4623199,4631100,4633801,4634601,4634603,4635401,4637107,4641901,4641902,4641903,4642702,4643501,4645101,4646001,4646002,4647801,4647802,4649402,4649409,4649499,4651601,4651602,4673700,4679699,4686902,4693100,4729699,4742300,4744002,4744003,4744099,4751201,4753900,4754701,4757100,4763601,4763602,4772500,4773300,4781400,4782201,4789005,4789007,4923002,4924800,5229002,5510801,5620101,5620102,7420004,7420005,7711000,7732201,7733100,7739003,7739099,8011101,8020001,8129000,8230001,8550302,8599604,9700500;AVENIDA;H (CONJ. CEARA II);1240;;CONJUNTO CEARA II;60533662;CE;1389;85;94134418;0000;00000000;;;AVANTECOMERCIAL07@GMAIL.COM;;;49179057000199;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1207;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;30802.5;45553,86742;46316986000104;IDEAÇÃO SERVICE LTDA;Nota Fiscal;"Deslocamento e Logística (combustíveis, locação de veículos)
";45554;Efetivada;46316986000104;46316986;0001;04;1;IDEACAO SERVICE;02;20220509;00;;105;20220509;8599604;5620104,5911199,7711000,8211300,8599699;AVENIDA;SARGENTO HERMINIO SAMPAIO;3100;      SALA 1220;PRESIDENTE KENNEDY;60355512;CE;1389;85;92815191;;;;;IDEACAOSERVICE@GMAIL.COM;;;46316986000104;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1208;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;30802.5;45559,56358;46316986000104;IDEAÇÃO SERVICE LTDA;Nota Fiscal;"Deslocamento e Logística (combustíveis, locação de veículos)
";45560;Efetivada;46316986000104;46316986;0001;04;1;IDEACAO SERVICE;02;20220509;00;;105;20220509;8599604;5620104,5911199,7711000,8211300,8599699;AVENIDA;SARGENTO HERMINIO SAMPAIO;3100;      SALA 1220;PRESIDENTE KENNEDY;60355512;CE;1389;85;92815191;;;;;IDEACAOSERVICE@GMAIL.COM;;;46316986000104;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1209;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02409E+16;81900.0;45561,76875;39847676000150;GL SERVICOS E LOCACAO DE MAO DE OBRA LTDA;Nota Fiscal;"Serviço de preparo de alimento
";45562;Efetivada;39847676000150;39847676;0001;50;1;GL SERVICOS;02;20201119;00;;;20201119;8211300;0162899,1412602,1412603,1629302,1811302,1813001,1813099,1821100,1822901,3250709,3314710,3811400,4321500,4330404,4923002,5211702,5212500,5320201,5590603,5620101,5620102,5620103,5620104,5819100,5911199,5912099,5913800,5920100,6201502,6319400,6391700,6821801,6920602,7020400,7119703,7312200,7319001,7319002,7319003,7319099,7320300,7410202,7410203,7410299,7420001,7420002,7490101,7490105,7490199,7711000,7721700,7729201,7733100,7739003,7739099,7810800,7990200,8011101,8230001,8511200,8541400,8591100,8592902,8592999,8599601,8599603,8599604,8599699,8800600,9001901,9001902,9001903,9001904,9001906,9001999,9511800,9529101;RUA;JOAO CORDEIRO;3069;;JOAQUIM TAVORA;60110535;CE;1389;85;96219676;;;;;GLSEGURANCAESERVICOS@GMAIL.COM;;;39847676000150;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1210;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,0241E+16;55232.8;45580,58816;46316986000104;IDEAÇÃO SERVICE LTDA;Nota Fiscal;"Deslocamento e Logística (combustíveis, locação de veículos)
";45581;Efetivada;46316986000104;46316986;0001;04;1;IDEACAO SERVICE;02;20220509;00;;105;20220509;8599604;5620104,5911199,7711000,8211300,8599699;AVENIDA;SARGENTO HERMINIO SAMPAIO;3100;      SALA 1220;PRESIDENTE KENNEDY;60355512;CE;1389;85;92815191;;;;;IDEACAOSERVICE@GMAIL.COM;;;46316986000104;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1211;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,0241E+16;91975.0;45585,87981;39847676000150;GL SERVICOS E LOCACAO DE MAO DE OBRA LTDA;Nota Fiscal;"Serviço de preparo de alimento
";45586;Efetivada;39847676000150;39847676;0001;50;1;GL SERVICOS;02;20201119;00;;;20201119;8211300;0162899,1412602,1412603,1629302,1811302,1813001,1813099,1821100,1822901,3250709,3314710,3811400,4321500,4330404,4923002,5211702,5212500,5320201,5590603,5620101,5620102,5620103,5620104,5819100,5911199,5912099,5913800,5920100,6201502,6319400,6391700,6821801,6920602,7020400,7119703,7312200,7319001,7319002,7319003,7319099,7320300,7410202,7410203,7410299,7420001,7420002,7490101,7490105,7490199,7711000,7721700,7729201,7733100,7739003,7739099,7810800,7990200,8011101,8230001,8511200,8541400,8591100,8592902,8592999,8599601,8599603,8599604,8599699,8800600,9001901,9001902,9001903,9001904,9001906,9001999,9511800,9529101;RUA;JOAO CORDEIRO;3069;;JOAQUIM TAVORA;60110535;CE;1389;85;96219676;;;;;GLSEGURANCAESERVICOS@GMAIL.COM;;;39847676000150;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1212;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,0241E+16;998597.6;45594,85909;51950703000111;S. H. CASTRO PAES LTDA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45595;Efetivada;51950703000111;51950703;0001;11;1;;02;20230825;00;;105;20230825;4711301;4530702,4639701,4641902,4642701,4643501,4645102,4647801,4647802,4649402,4649404,4649408,4649499,4651601,4652400,4673700,4679699,4686902;RUA;IPU;S/N;QUADRA56                  LOTE  017;TABAPUA BRASILIA;61634210;CE;1373;85;84323897;0000;00000000;;;PAESDISTRIBUIDORACE@GMAIL.COM;;;51950703000111;1373;CAUCAIA;2303709;Caucaia;Grande Fortaleza;CAUCAIA;LOTE 12;Caucaia
1213;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02411E+16;78274.62;45598,44395;49179057000199;AVANTI COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Embalagens e Descartáveis  (marmita, colher e touca) 
";45600;Efetivada;49179057000199;49179057;0001;99;1;AVANTI COMERCIAL E SERVICOS;02;20230113;00;;105;20230113;4761003;1813001,1822901,1822999,3319800,3600602,4311802,4321500,4322301,4330404,4399103,4520008,4530705,4623109,4623199,4631100,4633801,4634601,4634603,4635401,4637107,4641901,4641902,4641903,4642702,4643501,4645101,4646001,4646002,4647801,4647802,4649402,4649409,4649499,4651601,4651602,4673700,4679699,4686902,4693100,4729699,4742300,4744002,4744003,4744099,4751201,4753900,4754701,4757100,4763601,4763602,4772500,4773300,4781400,4782201,4789005,4789007,4923002,4924800,5229002,5510801,5620101,5620102,7420004,7420005,7711000,7732201,7733100,7739003,7739099,8011101,8020001,8129000,8230001,8550302,8599604,9700500;AVENIDA;H (CONJ. CEARA II);1240;;CONJUNTO CEARA II;60533662;CE;1389;85;94134418;0000;00000000;;;AVANTECOMERCIAL07@GMAIL.COM;;;49179057000199;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1214;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02411E+16;655206.0;45611,47666;51950703000111;S. H. CASTRO PAES LTDA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45614;Efetivada;51950703000111;51950703;0001;11;1;;02;20230825;00;;105;20230825;4711301;4530702,4639701,4641902,4642701,4643501,4645102,4647801,4647802,4649402,4649404,4649408,4649499,4651601,4652400,4673700,4679699,4686902;RUA;IPU;S/N;QUADRA56                  LOTE  017;TABAPUA BRASILIA;61634210;CE;1373;85;84323897;0000;00000000;;;PAESDISTRIBUIDORACE@GMAIL.COM;;;51950703000111;1373;CAUCAIA;2303709;Caucaia;Grande Fortaleza;CAUCAIA;LOTE 12;Caucaia
1215;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02411E+16;39216.2;45613,43255;14876120000161;ASSOCIAÇÃO DAS MULHERES  AGRICULTORAS FAMILIARES  DE PARAIPABA;Nota Fiscal;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);45614;Efetivada;14876120000161;14876120;0001;61;1;;02;20111220;00;;;20111220;9499500;4722901,4724500,5620104;SETOR;D 2;S/N;;ZONA RURAL;62685000;CE;1599;85;91120221;85;91493631;;;CLIENTESLBASERVICOS@GMAIL.COM;;;14876120000161;1599;PARAIPABA;2310258;Paraipaba;Grande Fortaleza;PARAIPABA;LOTE 16;Paraipaba
1216;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02411E+16;42240.0;45614,72941;45014432000190;J W COMERCIAL E SERVIÇOS LTDA;Nota Fiscal;"Consumo (gás, luz, água)
";45615;Efetivada;45014432000190;45014432;0001;90;1;JW COMERCIAL E SERVICOS;02;20220126;00;;;20220126;4712100;1353700,1813001,2539001,3101200,3314707,3314710,3319800,3329599,3600601,4120400,4311802,4321500,4322301,4322302,4330402,4330403,4330404,4330405,4399103,4399199,4530703,4530704,4541206,4642702,4669999,4682600,4723700,4729699,4742300,4744002,4744003,4744099,4751201,4752100,4753900,4755503,4756300,4761003,4763601,4772500,4773300,4781400,4782201,4789005,4789007,4789099,4929901,4929902,5229002,5620101,5620102,7420004,7739003,7739099,7911200,8020001,8129000,8230001,8599604,9001902,9001906,9329899,9529105,9601701;RUA;908;46;;CONJUNTO CEARA II;60532500;CE;1389;85;99546156;;;;;CONTEXP2010@HOTMAIL.COM;;;45014432000190;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
1217;1284593;INSTITUTO DE DESENVOLVIMENTO ARTÍSTICO E CULTURAL DO CEARÁ;2,02411E+16;105625.0;45614,73199;39847676000150;GL SERVICOS E LOCACAO DE MAO DE OBRA LTDA;Nota Fiscal;"Serviço de preparo de alimento
";45615;Efetivada;39847676000150;39847676;0001;50;1;GL SERVICOS;02;20201119;00;;;20201119;8211300;0162899,1412602,1412603,1629302,1811302,1813001,1813099,1821100,1822901,3250709,3314710,3811400,4321500,4330404,4923002,5211702,5212500,5320201,5590603,5620101,5620102,5620103,5620104,5819100,5911199,5912099,5913800,5920100,6201502,6319400,6391700,6821801,6920602,7020400,7119703,7312200,7319001,7319002,7319003,7319099,7320300,7410202,7410203,7410299,7420001,7420002,7490101,7490105,7490199,7711000,7721700,7729201,7733100,7739003,7739099,7810800,7990200,8011101,8230001,8511200,8541400,8591100,8592902,8592999,8599601,8599603,8599604,8599699,8800600,9001901,9001902,9001903,9001904,9001906,9001999,9511800,9529101;RUA;JOAO CORDEIRO;3069;;JOAQUIM TAVORA;60110535;CE;1389;85;96219676;;;;;GLSEGURANCAESERVICOS@GMAIL.COM;;;39847676000150;1389;FORTALEZA;2304400;Fortaleza;Grande Fortaleza;FORTALEZA;;
